CB_0_closed,CB_1_closed,CB_2_closed,CB_3_closed,CB_4_closed,CB_5_closed,CB_6_closed,CB_7_closed,CB_8_closed,CB_9_closed,CB_10_closed,CB_11_closed,CB_12_closed,CB_13_closed,CB_14_closed,CB_15_closed,CB_16_closed,CB_17_closed,CB_18_closed,CB_19_closed,CB_20_closed,CB_21_closed,CB_151_closed,CB_152_closed,CB_153_closed,CB_158_closed,CB_22_closed,CB_23_closed,CB_24_closed,CB_25_closed,CB_171_closed,CB_172_closed,CB_173_closed,CB_178_closed,load_0::p,load_0::q,load_1::p,load_1::q,load_2::p,load_2::q,load_3::p,load_3::q,load_4::p,load_4::q,load_5::p,load_5::q,load_6::p,load_6::q,load_7::p,load_7::q,load_8::p,load_8::q,load_9::p,load_9::q,load_10::p,load_10::q,load_11::p,load_11::q,load_12::p,load_12::q,load_13::p,load_13::q,load_14::p,load_14::q,load_15::p,load_15::q,load_16::p,load_16::q,load_17::p,load_17::q,trafo_0_in_service,trafo_1_in_service,trafo_2_in_service,trafo_3_in_service,trafo_4_in_service,trafo_5_in_service,feeder_0_in_service,feeder_1_in_service,total_init_load,anomaly,reason
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.6271,0.5254,2.2122,0.6033,2.4426,0.2714,2.8914,0.7228,1.6938,0.4235,2.0397,0.204,1.9772,0.3954,2.4267,0.6618,2.2833,0.2537,3.1657,0.7914,2.0248,0.5062,2.6207,0.2621,2.4521,0.5449,3.005,0.2504,2.5833,0.5167,2.1706,0.592,2.328,0.2587,2.554,0.6385,1,1,1,1,1,1,1,1,43.49835020275643,0,No anomaly
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2.6271,0.5254,2.2122,0.6033,2.4426,0.2714,2.8914,0.7228,1.6938,0.4235,2.0397,0.204,1.9772,0.3954,2.4267,0.6618,2.2833,0.2537,3.1657,0.7914,2.0248,0.5062,2.6207,0.2621,2.4521,0.5449,0.0,0.0,2.5833,0.5167,2.1706,0.592,2.328,0.2587,2.554,0.6385,1,1,0,1,1,1,1,1,43.49835020275643,0,No anomaly
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2.6271,0.5254,2.2122,0.6033,2.4426,0.2714,2.8914,0.7228,1.6938,0.4235,2.0397,0.204,0.0,0.0,2.4267,0.6618,2.2833,0.2537,3.1657,0.7914,2.0248,0.5062,2.6207,0.2621,2.4521,0.5449,0.0,0.0,2.5833,0.5167,2.1706,0.592,2.328,0.2587,2.554,0.6385,0,1,0,1,1,1,1,1,43.49835020275643,1,Lines over 80%
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.2665,0.6533,3.4551,0.9423,2.9647,0.3294,3.6678,0.917,2.2649,0.5662,2.8935,0.2893,2.9211,0.5842,3.4715,0.9468,2.9575,0.3286,3.6928,0.9232,2.6553,0.6638,2.9747,0.2975,2.6606,0.5912,3.6339,0.3028,3.2772,0.6554,3.5909,0.9793,2.6388,0.2932,3.7004,0.9251,1,1,1,1,1,1,1,1,56.687412292762716,0,No anomaly
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.2665,0.6533,3.4551,0.9423,2.9647,0.3294,3.6678,0.917,2.2649,0.5662,2.8935,0.2893,0.0,0.0,3.4715,0.9468,2.9575,0.3286,3.6928,0.9232,2.6553,0.6638,0.0,0.0,2.6606,0.5912,3.6339,0.3028,3.2772,0.6554,3.5909,0.9793,2.6388,0.2932,3.7004,0.9251,1,1,1,1,1,1,1,1,56.687412292762716,0,No anomaly
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3.2665,0.6533,3.4551,0.9423,2.9647,0.3294,3.6678,0.917,2.2649,0.5662,2.8935,0.2893,0.0,0.0,3.4715,0.9468,2.9575,0.3286,3.6928,0.9232,2.6553,0.6638,0.0,0.0,2.6606,0.5912,3.6339,0.3028,3.2772,0.6554,3.5909,0.9793,0.0,0.0,3.7004,0.9251,1,1,1,1,1,1,1,0,56.687412292762716,0,No anomaly
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,3.2665,0.6533,3.4551,0.9423,2.9647,0.3294,3.6678,0.917,2.2649,0.5662,2.8935,0.2893,0.0,0.0,3.4715,0.9468,2.9575,0.3286,3.6928,0.9232,2.6553,0.6638,0.0,0.0,2.6606,0.5912,3.6339,0.3028,0.0,0.0,3.5909,0.9793,0.0,0.0,3.7004,0.9251,1,1,1,0,1,1,1,0,56.687412292762716,1,Load Lost > 20%
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.6498,0.73,3.7586,1.0251,3.5508,0.3945,4.1359,1.034,3.3374,0.8343,3.9389,0.3939,4.093,0.8186,4.5489,1.2406,3.7759,0.4195,4.9852,1.2463,3.3516,0.8379,3.4262,0.3426,3.7402,0.8311,4.6694,0.3891,3.8714,0.7743,4.3456,1.1852,3.6563,0.4063,4.1864,1.0466,1,1,1,1,1,1,1,1,71.02168032477972,0,No anomaly
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3.6498,0.73,3.7586,1.0251,3.5508,0.3945,4.1359,1.034,3.3374,0.8343,3.9389,0.3939,4.093,0.8186,4.5489,1.2406,3.7759,0.4195,4.9852,1.2463,3.3516,0.8379,3.4262,0.3426,0.0,0.0,4.6694,0.3891,3.8714,0.7743,4.3456,1.1852,3.6563,0.4063,4.1864,1.0466,0,1,1,1,1,1,1,1,71.02168032477972,1,Lines over 80%
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.4363,0.0873,0.6611,0.1803,0.9692,0.1077,1.1795,0.2949,0.4515,0.1129,0.6389,0.0639,0.9226,0.1845,0.5352,0.146,0.4333,0.0481,1.2248,0.3062,0.3226,0.0807,0.639,0.0639,0.8775,0.195,0.0997,0.0083,0.6996,0.1399,0.3801,0.1037,0.4683,0.052,0.6031,0.1508,1,1,1,1,1,1,1,1,11.54230324425274,0,No anomaly
1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.4363,0.0873,0.0,0.0,0.9692,0.1077,1.1795,0.2949,0.4515,0.1129,0.6389,0.0639,0.9226,0.1845,0.5352,0.146,0.0,0.0,1.2248,0.3062,0.3226,0.0807,0.639,0.0639,0.8775,0.195,0.0997,0.0083,0.6996,0.1399,0.3801,0.1037,0.4683,0.052,0.6031,0.1508,1,1,1,1,1,1,1,1,11.54230324425274,0,No anomaly
1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.4363,0.0873,0.0,0.0,0.9692,0.1077,1.1795,0.2949,0.4515,0.1129,0.6389,0.0639,0.9226,0.1845,0.5352,0.146,0.0,0.0,1.2248,0.3062,0.3226,0.0807,0.639,0.0639,0.8775,0.195,0.0,0.0,0.6996,0.1399,0.3801,0.1037,0.4683,0.052,0.6031,0.1508,1,1,1,1,1,1,0,1,11.54230324425274,0,No anomaly
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.4588,0.2918,1.65,0.45,1.2969,0.1441,2.096,0.524,1.2139,0.3035,1.1567,0.1157,1.3349,0.267,1.3545,0.3694,1.2032,0.1337,1.3967,0.3492,0.9696,0.2424,1.2046,0.1205,1.3525,0.3006,1.4653,0.1221,1.8983,0.3797,1.3469,0.3673,1.1878,0.132,2.2543,0.5636,1,1,1,1,1,1,1,1,25.841013830407928,0,No anomaly
